epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,732.756,0.12393,3.77099,0.45773,0.12003,0.90873,0.99907,1,0.995,0.98846,0.716,0.71667,0.6089,0.18918,0.24242,4.31046,0.44564,0.16982,0.53012,0.0079408,0.0079408,0.0079408
106,739.694,0.12001,3.85399,0.45335,0.11855,0.89869,0.99908,1,0.995,0.98205,0.7826,0.78333,0.69688,0.27591,0.23907,3.43247,0.4385,0.18541,0.53102,0.007921,0.007921,0.007921
107,746.617,0.12532,3.76934,0.45141,0.1199,0.92772,0.99905,1,0.995,0.98204,0.84919,0.85,0.82098,0.37296,0.23468,3.31259,0.43806,0.19558,0.53417,0.0079012,0.0079012,0.0079012
108,753.559,0.12298,3.59868,0.45395,0.11528,0.90014,0.99907,1,0.995,0.98146,0.83256,0.83333,0.83877,0.38224,0.23877,3.27549,0.44203,0.17459,0.5397,0.0078814,0.0078814,0.0078814
109,760.448,0.12591,3.58257,0.46014,0.11809,0.89891,0.99911,1,0.995,0.981,0.9325,0.93333,0.94569,0.44471,0.2399,3.16644,0.43967,0.18673,0.55876,0.0078616,0.0078616,0.0078616
110,767.686,0.12549,3.64867,0.45973,0.11689,0.90581,0.99903,1,0.995,0.9846,0.93241,0.93333,0.94231,0.47658,0.25419,2.99846,0.44253,0.19701,0.57207,0.0078418,0.0078418,0.0078418
111,774.889,0.12113,3.56138,0.46227,0.12167,0.89758,0.9989,1,0.995,0.9811,0.94893,0.95,0.93915,0.43979,0.25401,2.90862,0.44025,0.19129,0.56469,0.007822,0.007822,0.007822
112,781.85,0.11868,3.42732,0.45682,0.11455,0.90248,0.99888,1,0.995,0.98124,0.94891,0.95,0.93972,0.3882,0.25007,3.14273,0.44208,0.17413,0.54985,0.0078022,0.0078022,0.0078022
113,788.744,0.11612,3.51192,0.45902,0.10933,0.90374,0.99894,1,0.995,0.97797,0.89905,0.9,0.85144,0.34209,0.24555,3.31214,0.43838,0.16636,0.54327,0.0077824,0.0077824,0.0077824
114,795.714,0.11176,3.71744,0.46209,0.11303,0.88948,0.99909,1,0.995,0.971,0.91583,0.91667,0.87038,0.35521,0.26236,3.30191,0.44574,0.18338,0.56682,0.0077626,0.0077626,0.0077626
115,802.579,0.11776,3.74955,0.4655,0.11424,0.88374,0.99906,1,0.995,0.95198,0.8659,0.86667,0.82297,0.31426,0.26059,3.58162,0.4488,0.24117,0.60486,0.0077428,0.0077428,0.0077428
116,809.49,0.11587,3.61728,0.454,0.1121,0.89441,0.99915,1,0.995,0.96078,0.91892,0.91667,0.92249,0.42725,0.28354,3.21396,0.44041,0.19766,0.59748,0.007723,0.007723,0.007723
117,816.36,0.12492,3.69498,0.46222,0.11363,0.8991,0.99909,1,0.995,0.97648,0.69936,0.7,0.57363,0.19184,0.24132,4.27479,0.45575,0.22534,0.54679,0.0077032,0.0077032,0.0077032
