epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,514.637,0.13432,4.68527,0.46766,0.1345,0.90671,0.99912,1,0.995,0.99332,0.76599,0.76667,0.68715,0.19843,0.25412,4.35032,0.45592,0.19207,0.589,0.008119,0.008119,0.008119
97,519.939,0.13129,4.68627,0.46914,0.12697,0.902,0.99908,1,0.995,0.98661,0.73277,0.73333,0.65634,0.17614,0.28262,4.68049,0.46186,0.20434,0.60867,0.0080992,0.0080992,0.0080992
98,525.238,0.12956,4.82789,0.46622,0.1276,0.89846,0.99877,1,0.995,0.97986,0.71624,0.71667,0.68947,0.15127,0.26481,4.80703,0.4536,0.19508,0.58584,0.0080794,0.0080794,0.0080794
99,530.534,0.14132,4.72498,0.46846,0.12714,0.91381,0.99844,1,0.995,0.98335,0.81539,0.81667,0.74752,0.23348,0.27269,4.20451,0.45222,0.21352,0.5986,0.0080596,0.0080596,0.0080596
100,535.898,0.12836,4.47433,0.46176,0.1212,0.91265,0.99895,1,0.995,0.95803,0.83267,0.83333,0.79134,0.21244,0.29,4.01714,0.44714,0.21442,0.63337,0.0080398,0.0080398,0.0080398
101,541.172,0.13429,4.44485,0.46154,0.12613,0.91618,0.99911,1,0.995,0.98768,0.84925,0.85,0.82323,0.22426,0.251,4.1132,0.4417,0.19426,0.59338,0.00802,0.00802,0.00802
102,546.5,0.12957,4.56094,0.46051,0.11808,0.903,0.99931,1,0.995,0.99348,0.87683,0.86667,0.88526,0.29544,0.25015,4.05059,0.44631,0.20296,0.58818,0.0080002,0.0080002,0.0080002
103,552.248,0.13376,4.45077,0.46385,0.12794,0.89273,0.9992,1,0.995,0.99144,0.78914,0.78333,0.80437,0.23884,0.2558,4.23427,0.44632,0.21612,0.58036,0.0079804,0.0079804,0.0079804
104,557.578,0.12916,4.55715,0.46311,0.12442,0.89959,0.99906,1,0.995,0.98629,0.79928,0.8,0.79813,0.20376,0.26463,4.20889,0.44742,0.22405,0.59162,0.0079606,0.0079606,0.0079606
105,562.917,0.126,4.43328,0.45599,0.11879,0.91002,0.99912,1,0.995,0.99293,0.81595,0.81667,0.72985,0.20993,0.25221,4.10648,0.44739,0.21784,0.58862,0.0079408,0.0079408,0.0079408
